Open Time,High,Low,Close,r6,lyapunov,variance_ratio,spectral_entropy,trend_slope_short,RSI,taker_buy_ratio,distance_hl_position,bb_width,bb_pos,ou_speed,close_vwap_dev,adl_slope,adl_div
2024-05-31 19:00:00,83.79,83.26,83.27,-0.008704362617073302,-0.0046075580435263,0.8662432366159439,3.1883231500184124,0.0,46.899501069137536,0.46151848599112855,0.3272365031705329,0.0381047669841055,0.3557148427172534,0.2207357600733302,-0.00538409426636946,-0.047172443667397104,1.0
2024-05-31 23:00:00,83.47,82.92,83.24,-0.013149677102222923,-0.03702382425927642,0.8591103877611944,3.2253170365008303,0.0,45.560407569141184,0.47000492213062334,0.2894910312513504,0.03836068616702635,0.2617922239724043,0.23627943751502306,-0.0035441902646589237,0.21913795415511078,-1.0
2024-06-01 03:00:00,83.47,83.08,83.45,-0.00892978369178532,0.01884350084749542,0.86045060287432,3.327179775741388,0.0,47.15743440233235,0.4684478782342681,0.3012249934751421,0.038380256047990655,0.3039695846073384,0.237767463768999,0.0004673383020373153,0.4590160174655761,-1.0
2024-06-01 07:00:00,83.59,83.14,83.36,-0.005451627126900616,0.009215116077583125,0.8563648003091634,3.338591752188809,0.0,45.22388059701491,0.48477043125168146,0.31012733402728454,0.03809673691481152,0.341242053705634,0.2617710953529264,0.0003015598373193844,0.2911219499824555,-1.0
2024-06-01 11:00:00,83.74,83.21,83.58,-0.005991868511685761,-0.014950872654242754,0.8553412892249329,3.3060938816537346,0.0,43.01242236024845,0.47761816265713314,0.3205931970356395,0.03546653435762294,0.3822871938832498,0.2559090294697625,0.003951507657504681,0.7685400905079548,1.0
2024-06-01 15:00:00,83.69,83.14,83.28,0.007621134569825383,0.02289662520881168,0.8620479241201121,3.3542062591724906,0.0,40.03139717425434,0.48234981100619145,0.31472776233453753,0.03074538772425261,0.37594336244166215,0.25354698684016347,-0.0009136447048911062,-0.10591719423726392,1.0
2024-06-01 19:00:00,83.59,83.22,83.54,-0.0012561464618594531,0.24634974184498273,0.8609009831379517,3.412307344664328,0.0,42.67515923566882,0.4823645205244305,0.31570924019779184,0.02669782002902532,0.3890843082549939,0.2850843868276395,0.0024157463921926055,0.2949013880325764,1.0
2024-06-01 23:00:00,83.54,83.07,83.21,0.002149097112016829,-0.0013001176266472186,0.8584764130188635,3.462829664433532,0.0,43.12148028962185,0.4872214617672661,0.30913150420932783,0.02444722744628665,0.37698848317529426,0.29960912080987884,-0.001900754096195965,0.10480356707267045,-1.0
2024-06-02 03:00:00,83.46,83.12,83.19,2.4614435410352797e-05,-0.03845898021040306,0.8614519644172232,3.3902680544211057,0.0,49.675625579240005,0.4813564113137882,0.3014502321872544,0.024536754674124032,0.34430681851884126,0.2923923983581917,-0.002144741794396621,-0.16289197120960883,1.0
2024-06-02 07:00:00,83.19,82.2,82.48,-0.009102288721375418,0.012325295982017098,0.8602894582111097,3.454188094418184,0.0,43.669724770642226,0.47912055877988696,0.22675421156594494,0.026486780955779506,0.06444029040826965,0.27106132606346706,-0.009158262290747865,-0.3532892299322139,1.0
2024-06-02 11:00:00,83.2,82.37,83.19,-0.006876470756834729,0.009789573808938917,0.8477401508737581,3.4507298128641346,0.0,51.12149532710277,0.5136992266958887,0.2575356593740319,0.025909378948789214,0.18478003596615836,0.2605863567626511,0.00052054900914432,0.0024274201304870006,-1.0
2024-06-02 15:00:00,83.25,82.23,82.65,-0.007740164096266766,-0.0015698902097379674,0.8381688917052947,3.5893014812793225,0.0,50.137488542621455,0.520620722116085,0.24379551839387192,0.025993179976378632,0.1250769615423691,0.24251493380103137,-0.0046861937647073824,0.09764491296357998,-1.0
2024-06-02 19:00:00,83.22,82.62,83.11,-0.0066094195514823095,-0.0018220755686704428,0.8358122085738116,3.46074430395724,0.0,47.79270633397316,0.5195335881117185,0.25513285389163065,0.026140954413180848,0.18380480103889849,0.27714256634947493,0.001961929677895082,0.27040714380054287,-1.0
2024-06-02 23:00:00,83.92,82.66,83.56,0.00028806655876434384,0.030773297704443946,0.8328414966037507,3.3558769696611024,0.0,50.51162790697674,0.5144493649154684,0.3117697854246864,0.025988305675931543,0.4193084950890147,0.22289966090799565,0.00733846924010598,0.6398646837244661,1.0
2024-06-03 03:00:00,84.29,83.04,84.0,0.004246652983785459,-0.011210170345510024,0.8288769793443507,3.3123111568569645,0.0,50.922509225092256,0.5175064153672753,0.34031093229592063,0.026065637689053272,0.5355464725616288,0.23998051582655758,0.011923794124940747,1.032906675448586,1.0
