Open Time,High,Low,Close,volume_zscore,r6,r12,trend_slope_short,taker_buy_ratio_change,distance_hl_position,bb_width
2024-05-20 19:00:00,188.32,179.42,185.6,3.360637449708191,0.08530848644717626,-0.015439693056939485,0.0,0.035165173850877585,0.999999999778389,0.28537352313499836
2024-05-20 23:00:00,188.89,182.79,183.31,1.5018296860810338,0.08777106897992915,-0.014998445344088007,0.0,-0.04220004190639226,0.9999999997839963,0.2950733376206937
2024-05-21 03:00:00,185.03,181.3,181.97,0.4798719082371971,0.03767341896899157,0.012117060881990271,0.0,-0.0695016798244098,0.9423917274663905,0.3021764845224986
2024-05-21 07:00:00,183.84,180.02,182.83,0.07958338833621521,0.024774610796763463,0.02421264898271014,0.0,0.06652711311925152,0.9188515621734825,0.3049595762263538
2024-05-21 11:00:00,183.13,177.09,177.24,1.5638049201086341,0.014797591689732714,0.04487455997556222,0.0,-0.06737964320550327,0.8762985430171847,0.31549964260308133
2024-05-21 15:00:00,178.92,175.89,177.62,0.40652220840766273,-0.013358014799846996,0.06625838914519733,0.0,-0.0587871005739794,0.8226101049598693,0.31603514724060455
2024-05-21 19:00:00,178.63,174.37,178.5,-0.27693793065928096,-0.0402410376529595,0.08530848644717626,0.0,-0.07856991434977978,0.8144252181863932,0.3154189700238843
2024-05-21 23:00:00,179.29,177.15,177.65,-0.6732194034847704,-0.03951635023112887,0.08777106897992915,0.0,0.03169433629623031,0.8416141682009137,0.3174021807759953
2024-05-22 03:00:00,183.09,174.96,181.64,0.5573096590583088,-0.02119494355546514,0.03767341896899157,0.0,0.0724272440547149,0.8586610915100477,0.31215931490318655
2024-05-22 07:00:00,182.02,178.5,180.96,-0.477894860565596,-0.008902313481420565,0.024774610796763463,0.0,-0.030214153551556877,0.8838925298907361,0.3137539911818077
2024-05-22 11:00:00,182.6,176.09,181.87,0.39895588347395644,-0.0023836214018959634,0.014797591689732714,0.0,0.0851889256608458,0.8670395865113507,0.31197932231874514
2024-05-22 15:00:00,185.0,177.35,179.07,1.0819617273199662,0.01776732338766407,-0.013358014799846996,0.0,0.07795286770863519,0.8906717267702016,0.31516479156762195
2024-05-22 19:00:00,180.8,176.49,177.5,0.4677908395304973,0.009537712917233154,-0.0402410376529595,0.0,0.01845388332363629,0.8508834503855986,0.3140678767333808
2024-05-22 23:00:00,178.88,175.62,178.88,-0.33420736518152194,-0.005596012520080129,-0.03951635023112887,0.0,0.042473217064308955,0.8200710702031482,0.3058983955772317
2024-05-23 03:00:00,179.37,176.25,177.83,0.00917624952356592,-0.008393382019568518,-0.02119494355546514,0.0,0.0127826357493519,0.8262058145255364,0.30127877923068275
2024-05-23 07:00:00,178.09,172.59,173.65,0.7346617708551626,-0.02390793628167065,-0.008902313481420565,0.0,0.04178775352560926,0.7908428097932834,0.30279549247973575
2024-05-23 11:00:00,176.99,168.82,170.45,2.3819681076015002,-0.033419788143366436,-0.0023836214018959634,0.0,0.012775078142089669,0.7375329479987183,0.301919484358196
2024-05-23 15:00:00,175.25,170.24,171.92,-0.0759681737361133,-0.0437682663596376,0.01776732338766407,0.0,0.00717192183347426,0.7200288616580761,0.2938442015363752
2024-05-23 19:00:00,181.04,165.35,176.23,2.888023259930244,-0.026883972656838506,0.009537712917233154,0.0,0.023909593191818734,0.7471384079124054,0.28123052368972334
2024-05-23 23:00:00,176.92,171.53,172.89,0.333092221058341,-0.01812234036405813,-0.005596012520080129,0.0,0.20349408064753338,0.7506954913974497,0.279694980223815
2024-05-24 03:00:00,173.25,165.58,166.36,1.6826333320945304,-0.0479624860512875,-0.008393382019568518,0.0,0.08038058506941481,0.6423025527198077,0.28218318196110215
2024-05-24 07:00:00,167.2,162.5,165.51,1.1511280433947817,-0.06065196829756825,-0.02390793628167065,0.0,0.1520105095199158,0.5604289164456294,0.27465373413155403
2024-05-24 11:00:00,168.5,165.1,167.5,0.32549461790700107,-0.03880937893035452,-0.033419788143366436,0.0,-0.07249598362384391,0.5921669175856329,0.2594595814488767
2024-05-24 15:00:00,170.61,164.73,168.71,0.3929055539857258,-0.02821469950001043,-0.0437682663596376,0.0,-0.16757833548016232,0.6148405774924686,0.24511587605035803
2024-05-24 19:00:00,169.1,166.66,167.25,-1.0694919178637499,-0.03461821351404737,-0.026883972656838506,0.0,-0.040824130571895045,0.6171384578447989,0.23279408739138602
2024-05-24 23:00:00,169.8,165.9,169.17,-0.8897240284371761,-0.0349766433621046,-0.01812234036405813,0.002987495778675511,-0.2576217477210492,0.6192251337988169,0.214139918351454
2024-05-25 03:00:00,170.16,168.2,168.4,-1.126404393068543,0.00140513705179246,-0.0479624860512875,0.002899960241726255,-0.16547942288353568,0.6474318809830916,0.1984069355306511
2024-05-25 07:00:00,170.27,168.11,170.12,-0.9468357496428139,0.024621418041745002,-0.06065196829756825,0.0028352587747225897,-0.10733388824479473,0.648291375663,0.17879026811574344
