Open Time,High,Low,Close,hour_sin,hour_cos,volume_zscore,funding_z,candle_pos,trades_z,trend_slope_short,taker_buy_ratio,distance_hl_position,bb_width
2024-05-14 03:00:00,149.09,143.71,146.07,0.7071067811865476,0.7071067811865476,0.8103869153205557,1.0855355959301527,0.438661709221816,0.7375293163408071,0.0,0.4921618188061754,0.7812869443419254,0.04952074276878984
2024-05-14 07:00:00,147.48,145.36,146.04,0.9659258262890683,-0.25881904510252063,-0.1320715032311255,0.7617007490501347,0.32075471546813156,-0.21047120626123753,0.0,0.4913205844321034,0.7804395851509118,0.04964498748603252
2024-05-14 11:00:00,148.42,141.84,143.49,0.258819045102521,-0.9659258262890682,1.9170649827733077,0.7349272762682668,0.2507598780383603,2.084261262314983,0.0,0.4769025379838877,0.6532260155245537,0.05157304291626673
2024-05-14 15:00:00,144.64,141.82,143.87,-0.7071067811865471,-0.7071067811865479,0.9134201312214437,-0.5320146092947329,0.7269503520320968,0.3384001929999714,0.0,0.502236224524547,0.42158952406463546,0.05166881235402449
2024-05-14 19:00:00,144.68,142.29,143.06,-0.9659258262890684,0.2588190451025203,-0.8683702607517897,-0.5181216911471183,0.3221757308695599,-1.0289388613316537,0.0,0.5173413226488351,0.47116032231154464,0.05348330388619574
2024-05-14 23:00:00,143.55,141.21,142.95,-0.25881904510252157,0.9659258262890681,-0.6298433424895753,-1.291876336935221,0.7435897404120003,-0.7437033089679007,0.0,0.4720184981544048,0.358437027416264,0.05423777044039279
2024-05-15 03:00:00,144.62,142.91,143.81,0.7071067811865476,0.7071067811865476,0.12995166798182264,-1.2274314216956983,0.526315786395815,-0.29142652510590594,0.0,0.5367622068696417,0.5106129332935239,0.05387245152223199
2024-05-15 07:00:00,146.08,143.19,144.64,0.9659258262890683,-0.25881904510252063,-0.01573710285016727,-1.1303194429593912,0.5017301020701316,-0.2320539859999473,0.0,0.5405457353526208,0.5957240086938486,0.05198646430708905
2024-05-15 11:00:00,153.15,143.11,152.46,0.258819045102521,-0.9659258262890682,3.3601026717263296,-1.085298119359026,0.9312748994708419,3.2259945533805623,0.0,0.5319143634584048,0.9999999990065865,0.0668949200832301
2024-05-15 15:00:00,154.83,150.99,154.01,-0.7071067811865471,-0.7071067811865479,1.1395831165196897,0.7625319249000782,0.7864583312852593,0.9593064104835524,0.0,0.5145766797619733,0.9999999992760426,0.08470288312370457
2024-05-15 19:00:00,156.94,153.11,155.88,-0.9659258262890684,0.2588190451025203,1.0002377783455676,0.7427435265614132,0.7232375960228766,0.6994180294861218,0.0,0.5415071934873957,0.9999999993799938,0.10289207465948534
2024-05-15 23:00:00,162.0,155.7,161.46,-0.25881904510252157,0.9659258262890681,1.474321366210151,1.1757943487873663,0.9142857128344686,1.5135874821139126,0.0,0.5695415885650582,0.9999999995132188,0.13118371421627556
2024-05-16 03:00:00,163.9,161.03,161.71,0.7071067811865476,0.7071067811865476,0.2471483188886326,1.1328680035448737,0.23693379708385637,0.36056111282830455,0.0,0.46600896542608966,0.999999999568102,0.15304011839199325
2024-05-16 07:00:00,164.79,161.64,163.12,0.9659258262890683,-0.25881904510252063,0.12885075548926075,1.0943657077650755,0.4698412683497152,0.18754758814826186,0.0,0.5394671623694226,0.9999999995794223,0.1677150702792823
2024-05-16 11:00:00,163.88,158.31,158.51,0.258819045102521,-0.9659258262890682,0.9106361025629945,1.0595741987400873,0.0359066426644385,1.4832054454886328,0.0,0.47494404876526286,0.9355431453875636,0.17470437138737138
2024-05-16 15:00:00,161.08,156.46,159.61,-0.7071067811865471,-0.7071067811865479,1.0095356181746158,1.0279315946659913,0.6818181803423855,1.1157006307464234,0.0,0.49776703036242426,0.818442741788658,0.1799449982120375
2024-05-16 19:00:00,160.38,157.41,158.86,-0.9659258262890684,0.2588190451025203,-0.7317586465374377,0.9989884384129633,0.48821548657167096,-0.6816343507520773,0.0,0.4789989386240873,0.8270107528915485,0.18456256289277256
2024-05-16 23:00:00,162.33,158.5,160.36,-0.25881904510252157,0.9659258262890681,-0.20774724347618828,0.2622702195785312,0.4856396854160864,-0.17115364897797825,0.0,0.4845609455706337,0.9046946003740045,0.1888046069139856
2024-05-17 03:00:00,167.5,159.76,166.79,0.7071067811865476,0.7071067811865476,1.018325898970084,0.25865036058803786,0.9082687326766544,0.8809243843291527,0.0,0.5542917610464592,0.999999999583156,0.1964348781234236
2024-05-17 07:00:00,170.0,166.79,169.04,0.9659258262890683,-0.25881904510252063,1.0198817183373032,-0.9246809022642014,0.7009345772556538,1.0030483557033987,0.0,0.5180425328893024,0.9999999996577656,0.2089504196854799
2024-05-17 11:00:00,169.07,165.78,168.32,0.258819045102521,-0.9659258262890682,-0.09390095276496109,-0.9034926444141408,0.7720364718175178,0.24703446368865176,0.0,0.5182693504723664,0.9691744689958,0.21864709085576287
2024-05-17 15:00:00,174.0,166.19,168.16,-0.7071067811865471,-0.7071067811865479,1.1408433416132826,-0.669116304713534,0.25224071670647774,1.5100496814815743,0.0,0.5320882003998586,0.9999999996665548,0.2237589679725557
2024-05-17 19:00:00,169.05,167.35,168.65,-0.9659258262890684,0.2588190451025203,-1.0191672032779677,-0.657715862114382,0.7647058778546704,-1.0696268511245404,0.0,0.5802581389299715,0.9683243004538327,0.22121608411987553
2024-05-17 23:00:00,174.86,168.19,172.83,-0.25881904510252157,0.9659258262890681,0.06367604978549163,-0.6188089973298618,0.6956521728700873,0.6771607246493585,0.0,0.5575056230317462,0.9999999996893286,0.21723255236585204
2024-05-18 03:00:00,173.9,172.05,172.87,0.7071067811865476,0.7071067811865476,-0.7612630962689784,-0.6091941690089279,0.4432432408473315,-0.7182656614595588,0.0,0.48568502150752363,0.999999999702106,0.21133373930858576
